seed,profile,condition,protocol,frame,epoch,stage,morphology_level,true_key,lure_key,pre_final_key,true_self_p,lure_self_p,lure_present,change_point
261,ground_creature,progressive_persistent,matched_diagnostic,101,0,2,2,0:2,0:4,,0.98536304292107,0.94318739268928,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,102,0,2,2,0:2,0:4,,0.98489428608126,0.9437937971921,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,103,0,2,2,0:2,0:4,,0.9842495581519,0.94454397776059,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,104,0,2,2,0:2,,,0.98396971125855,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,105,0,2,2,0:2,,,0.98406839603502,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,106,0,2,2,0:2,,,0.98408675085862,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,107,0,2,2,0:2,,,0.98659481820713,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,108,0,2,2,0:2,,,0.98852658062574,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,109,0,2,2,0:2,,,0.99001849349013,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,110,0,2,2,0:2,,,0.99107239954118,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,111,0,2,2,0:2,,,0.99188866642122,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,112,0,2,2,0:2,,,0.99264531288755,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,113,0,2,2,0:2,,,0.99326075069787,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,114,0,2,2,0:2,,,0.99361299111113,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,115,0,2,2,0:2,,,0.99396196414293,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,116,0,2,2,0:2,,,0.99425767705865,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,117,0,2,2,0:2,,,0.99464624359412,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,118,0,2,2,0:2,,,0.99490354553089,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,119,0,2,2,0:2,,,0.99507084147401,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,120,0,2,2,0:2,,,0.99515689544057,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,121,0,2,2,0:2,,,0.99528311179344,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,122,0,2,2,0:2,,,0.99545456898535,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,123,0,2,2,0:2,,,0.99551739350108,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,124,0,2,2,0:2,,,0.99559538212924,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,125,0,2,2,0:2,,,0.99562370448678,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,126,0,3,3,0:4,0:2,,0.95137714929412,0.99389737053326,1,1
261,ground_creature,progressive_persistent,matched_diagnostic,127,0,3,3,0:4,0:2,,0.95394537754167,0.99193445361842,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,128,0,3,3,0:4,0:2,,0.95805670439154,0.98986388154101,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,129,0,3,3,0:4,0:2,,0.9616472253609,0.98764291435954,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,130,0,3,3,0:2,0:4,,0.98730099586104,0.95844992743264,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,131,0,3,3,0:2,0:4,,0.98688937312516,0.95709017463137,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,132,0,3,3,0:2,0:4,,0.98647102965247,0.95537839893937,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,133,0,3,3,0:2,0:4,,0.98815373221237,0.95401224222245,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,134,0,3,3,0:2,0:4,,0.98775574525468,0.95233521998373,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,135,0,3,3,0:2,0:4,,0.9867073510145,0.95177702567915,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,136,0,3,3,0:2,0:4,,0.98586382031617,0.94998931518885,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,137,0,3,3,0:2,0:4,,0.98538505388462,0.94863000406736,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,138,0,3,3,0:2,0:4,,0.98493757910281,0.9473937756133,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,139,0,3,3,0:2,0:4,,0.98466837156565,0.94643690514928,1,0
